ph,tds,turbidity,orp,temperature,label,is_anomaly,is_spike
6.56,386.9,35.08,362.74,21.14,0,0,0
7.07,873.46,143.21,257.15,20.75,1,0,1
5.53,465.31,71.97,107.32,24.36,2,0,0
8.54,1436.29,479.58,-488.41,92.81,0,1,1
7.15,231.85,9.94,300.27,21.89,0,0,0
6.54,379.91,33.06,339.1,28.43,0,0,0
7.03,370.77,47.17,394.52,23.37,0,0,0
5.58,1375.2,416.21,708.98,18.31,0,1,1
6.89,700.14,137.71,290.33,28.39,1,0,1
6.48,776.26,160.06,254.32,23.38,1,0,1
7.26,337.36,42.95,353.29,27.37,0,0,0
4.34,510.68,60.0,216.04,20.64,2,0,1
7.03,256.16,34.93,369.52,29.17,0,0,0
5.23,400.86,47.3,193.12,23.45,2,0,0
5.3,593.36,31.75,275.0,23.45,2,0,1
6.93,343.05,11.29,332.73,27.46,0,0,0
7.89,558.97,272.75,283.33,28.95,1,0,1
6.98,284.74,32.99,359.34,20.77,0,0,0
6.92,329.04,18.41,341.95,25.26,0,0,0
5.49,511.45,55.01,255.05,24.63,2,0,1
7.37,261.45,32.52,354.1,20.11,0,0,0
7.28,254.49,15.15,362.22,28.8,0,0,0
6.58,718.82,214.18,344.94,28.21,1,0,1
6.04,530.22,29.75,137.78,20.2,2,0,1
6.9,299.06,35.75,382.78,27.32,0,0,0
5.05,510.7,46.49,160.18,27.33,2,0,1
6.58,824.38,214.96,314.69,27.55,1,0,1
5.37,517.39,31.43,111.61,24.53,2,0,1
7.09,278.41,6.7,379.68,22.75,0,0,0
6.29,568.91,78.26,280.17,25.63,2,0,1
7.41,205.26,2.2,338.23,29.39,0,0,0
6.25,425.24,72.12,259.96,26.17,2,0,0
10.47,1544.96,406.43,847.64,34.59,0,1,1
7.3,269.16,45.41,357.65,21.89,0,0,0
6.75,221.18,34.47,342.11,22.18,0,0,0
6.62,826.2,204.34,382.47,29.63,1,0,1
6.43,842.54,197.14,252.75,27.74,1,0,1
4.12,403.65,50.12,176.09,22.7,2,0,0
6.29,1451.54,436.81,506.49,61.95,0,1,1
6.2,589.47,68.31,172.99,25.37,2,0,1
6.68,337.0,6.99,348.65,22.0,0,0,0
6.7,636.2,245.56,336.05,29.37,1,0,1
7.11,203.54,38.01,328.74,25.24,0,0,0
6.5,627.8,116.54,385.27,26.72,1,0,1
7.03,584.15,283.76,279.48,29.37,1,0,1
5.78,461.03,20.05,231.13,26.37,2,0,0
2.93,1432.49,651.67,524.1,75.94,0,1,1
6.11,615.32,204.34,343.86,26.1,1,0,1
7.13,358.32,2.75,308.03,20.53,0,0,0
7.42,277.2,10.76,310.99,28.62,0,0,0
7.36,205.14,44.53,326.43,28.04,0,0,0
4.41,1374.38,768.04,-84.07,12.11,0,1,1
8.34,1888.85,439.14,342.0,74.33,0,1,1
6.76,231.7,20.63,311.44,28.63,0,0,0
7.95,818.26,110.38,316.29,26.13,1,0,1
7.38,200.38,11.1,392.24,29.39,0,0,0
4.6,443.66,21.17,157.73,21.89,2,0,0
7.16,227.89,19.36,341.86,24.71,0,0,0
6.39,536.13,268.46,344.63,27.39,1,0,1
6.34,589.57,206.36,333.34,25.4,1,0,1
7.39,738.32,252.83,291.43,22.34,1,0,1
5.27,536.67,74.8,219.57,20.19,2,0,1
5.93,537.52,74.48,142.92,25.39,2,0,1
6.72,751.18,244.38,370.18,28.83,1,0,1
6.71,378.71,26.64,375.32,20.63,0,0,0
7.49,893.33,104.42,320.97,23.63,1,0,1
7.16,204.71,31.0,305.6,25.08,0,0,0
6.65,832.3,283.53,330.8,20.35,1,0,1
5.86,487.19,77.49,278.33,26.59,2,0,0
7.71,557.37,176.06,287.74,28.54,1,0,1
7.24,312.04,7.51,370.41,27.6,0,0,0
6.61,257.79,38.98,391.66,26.64,0,0,0
6.79,534.26,139.88,350.8,26.58,1,0,1
6.29,747.3,277.2,333.24,21.96,1,0,1
13.14,1898.09,426.54,642.87,1.82,0,1,1
6.54,230.27,49.07,306.59,24.23,0,0,0
11.15,1474.9,637.97,-416.07,31.01,0,1,1
4.21,426.05,61.23,222.82,20.05,2,0,0
7.62,793.88,167.32,339.58,25.54,1,0,1
6.81,288.59,28.77,339.28,25.72,0,0,0
5.76,440.7,22.35,137.39,24.73,2,0,0
3.55,1262.61,882.91,-169.42,63.08,0,1,1
7.57,713.1,137.98,302.85,24.11,1,0,1
7.42,367.16,42.79,377.62,23.54,0,0,0
7.29,322.94,47.36,362.91,27.25,0,0,0
6.64,207.6,11.96,361.04,20.22,0,0,0
6.99,344.13,4.81,330.85,23.84,0,0,0
6.81,1993.17,517.09,-371.24,14.04,0,1,1
5.07,529.76,54.53,158.8,28.52,2,0,1
2.45,1413.24,940.01,-349.4,50.62,0,1,1
2.98,1922.68,996.59,-413.82,74.61,0,1,1
7.43,211.91,9.52,300.04,22.8,0,0,0
6.63,801.01,254.79,383.69,21.6,1,0,1
4.06,1659.08,955.94,360.56,17.83,0,1,1
7.17,374.05,44.12,367.11,23.12,0,0,0
4.74,455.4,29.95,179.21,21.4,2,0,0
7.4,1339.32,859.44,803.19,78.86,0,1,1
6.92,292.56,43.88,324.77,22.96,0,0,0
6.8,385.71,37.62,381.61,20.64,0,0,0
7.49,225.53,29.21,374.66,24.16,0,0,0
5.37,431.62,29.98,119.58,25.39,2,0,0
7.29,305.25,3.71,316.62,26.27,0,0,0
6.61,347.52,4.73,304.34,24.02,0,0,0
6.61,318.01,20.43,371.69,23.69,0,0,0
7.03,524.59,291.3,258.77,23.37,1,0,1
5.39,469.7,71.11,105.41,28.26,2,0,0
6.35,543.28,140.5,389.85,24.0,1,0,1
5.09,510.24,28.26,137.02,20.19,2,0,1
6.56,209.33,13.34,392.11,24.69,0,0,0
5.05,477.78,34.72,129.95,26.01,2,0,0
8.35,1027.87,435.84,297.82,79.21,0,1,1
5.15,498.7,55.31,162.54,29.87,2,0,0
1.81,1506.81,641.83,-459.5,2.53,0,1,1
6.63,585.17,154.01,356.15,28.46,1,0,1
6.74,612.92,143.44,344.63,28.99,1,0,1
6.63,263.79,35.77,337.95,26.75,0,0,0
6.77,374.22,20.64,363.32,24.59,0,0,0
7.4,754.03,264.42,341.05,23.81,1,0,1
4.39,577.71,71.38,147.28,24.13,2,0,1
7.32,809.34,124.24,313.7,22.35,1,0,1
7.16,264.42,30.44,314.98,24.48,0,0,0
6.4,547.26,198.43,375.38,26.72,1,0,1
7.09,204.57,38.5,305.75,20.13,0,0,0
7.69,815.3,270.16,312.78,22.36,1,0,1
6.75,572.39,171.85,354.53,24.64,1,0,1
5.65,541.8,47.59,179.96,20.13,2,0,1
7.06,271.29,11.31,303.21,27.51,0,0,0
6.77,222.0,37.48,335.6,27.95,0,0,0
7.42,330.56,39.99,389.07,20.26,0,0,0
10.77,1951.85,957.42,457.66,70.14,0,1,1
4.08,536.45,27.23,237.73,27.56,2,0,1
6.14,497.0,76.07,161.46,28.52,2,0,0
5.79,1553.56,528.73,-343.5,83.78,0,1,1
6.07,470.63,56.59,278.24,23.88,2,0,0
4.91,1703.34,593.46,-344.79,31.06,0,1,1
6.57,288.92,25.1,351.6,27.18,0,0,0
6.89,828.46,184.24,300.18,28.67,1,0,1
6.66,302.65,49.94,355.27,25.89,0,0,0
7.68,757.28,130.16,337.39,23.13,1,0,1
7.54,885.19,269.85,280.18,25.25,1,0,1
7.77,676.69,188.81,350.01,25.95,1,0,1
7.41,396.13,23.82,369.7,21.0,0,0,0
5.14,539.68,69.68,286.66,21.45,2,0,1
6.84,345.31,6.13,322.24,22.73,0,0,0
7.1,256.63,10.91,350.84,27.89,0,0,0
7.1,338.52,11.06,311.75,23.24,0,0,0
5.42,406.02,63.51,119.48,24.78,2,0,0
7.62,692.79,259.86,312.01,28.44,1,0,1
6.55,288.96,17.19,303.39,29.26,0,0,0
7.13,212.07,12.65,350.24,28.98,0,0,0
5.68,491.31,67.87,150.44,29.7,2,0,0
6.16,665.38,113.93,389.43,29.09,1,0,1
6.69,233.13,9.71,342.9,28.97,0,0,0
4.32,524.09,31.24,180.39,22.8,2,0,1
4.74,527.77,70.38,298.29,22.81,2,0,1
6.12,544.75,106.58,284.51,25.42,1,0,1
7.37,216.5,26.68,351.11,28.49,0,0,0
4.29,485.95,25.46,231.2,24.36,2,0,0
6.55,1750.35,646.18,640.14,56.95,0,1,1
5.91,563.47,73.22,289.45,23.26,2,0,1
6.64,544.49,226.33,353.31,21.99,1,0,1
6.55,522.56,120.32,270.05,21.0,1,0,1
7.15,212.76,37.76,301.04,23.0,0,0,0
7.72,881.22,242.61,333.68,24.73,1,0,1
6.2,534.02,144.81,271.63,20.42,1,0,1
6.95,543.48,117.21,278.84,29.12,1,0,1
7.28,365.74,30.88,357.03,22.84,0,0,0
7.63,529.97,102.09,282.77,26.54,1,0,1
7.24,250.72,12.81,352.78,23.28,0,0,0
7.2,362.71,5.56,355.24,21.1,0,0,0
6.73,363.1,15.69,348.68,24.77,0,0,0
0.06,1159.36,451.86,559.79,20.24,0,1,1
2.42,1158.47,706.8,-370.03,77.05,0,1,1
4.3,530.49,49.45,119.71,23.08,2,0,1
7.72,746.37,211.7,328.11,25.63,1,0,1
10.45,1224.53,683.92,727.47,73.47,0,1,1
7.33,350.42,0.06,351.46,27.09,0,0,0
5.46,447.04,64.71,168.78,25.19,2,0,0
6.56,275.64,5.49,324.98,28.67,0,0,0
5.61,531.36,74.94,164.49,28.47,2,0,1
5.96,418.56,74.14,115.52,21.08,2,0,0
7.82,754.04,172.87,367.15,27.21,1,0,1
4.39,412.02,44.39,157.55,22.33,2,0,0
7.13,217.24,33.39,397.46,25.13,0,0,0
13.37,1028.1,651.38,-58.66,29.6,0,1,1
6.66,275.06,40.04,317.94,26.29,0,0,0
7.04,217.98,32.11,336.48,27.26,0,0,0
7.49,788.19,142.98,342.04,24.1,1,0,1
7.25,316.16,37.83,390.56,27.99,0,0,0
6.73,790.25,266.64,385.47,23.19,1,0,1
7.24,305.96,19.48,300.87,20.29,0,0,0
6.76,835.95,271.94,370.49,24.57,1,0,1
7.03,385.66,27.08,313.33,23.01,0,0,0
7.72,1025.01,401.49,306.59,74.73,0,1,1
6.83,687.29,180.33,382.54,20.8,1,0,1
7.06,332.88,11.14,320.47,24.93,0,0,0
6.73,277.27,23.05,330.49,29.11,0,0,0
5.71,1752.61,572.97,474.98,15.23,0,1,1
6.71,322.15,24.15,355.68,23.61,0,0,0
4.81,489.72,31.13,263.76,26.59,2,0,0
7.48,897.23,188.92,345.72,21.43,1,0,1
6.98,528.74,266.7,356.47,29.01,1,0,1
7.27,306.44,22.68,358.96,24.86,0,0,0
7.46,321.46,44.6,314.77,25.39,0,0,0
6.66,270.9,22.92,381.37,20.22,0,0,0
7.98,559.84,115.2,281.52,21.37,1,0,1
7.02,639.85,101.78,388.39,26.63,1,0,1
1.29,1878.98,822.55,516.94,81.47,0,1,1
7.23,206.08,49.1,362.72,23.16,0,0,0
7.07,218.59,1.23,377.44,29.43,0,0,0
12.05,1238.73,469.27,-202.24,1.06,0,1,1
6.1,507.41,48.93,177.72,27.26,2,0,1
7.57,730.71,293.11,350.8,21.83,1,0,1
7.19,397.48,37.47,390.63,24.25,0,0,0
4.92,446.26,76.41,181.17,24.59,2,0,0
0.04,1949.46,729.34,771.11,13.67,0,1,1
7.24,223.41,33.73,385.13,23.73,0,0,0
6.78,501.61,181.48,376.9,26.37,1,0,1
7.01,824.28,265.54,372.82,29.43,1,0,1
4.16,541.43,31.38,158.92,24.87,2,0,1
6.92,347.3,5.0,370.28,20.33,0,0,0
6.86,385.97,4.95,320.64,27.91,0,0,0
6.49,815.98,135.78,398.39,29.02,1,0,1
6.04,506.59,76.77,128.29,24.57,2,0,1
7.47,222.01,0.95,398.26,25.92,0,0,0
5.94,595.41,42.1,259.22,26.12,2,0,1
4.63,505.31,39.37,243.52,20.65,2,0,1
7.39,268.22,8.93,371.23,20.67,0,0,0
4.86,403.14,75.42,150.21,25.12,2,0,0
2.26,1133.47,760.01,-14.55,95.39,0,1,1
7.5,677.64,189.55,352.81,29.1,1,0,1
7.22,322.85,1.41,337.64,20.48,0,0,0
6.27,500.81,42.01,184.81,20.74,2,0,1
13.13,1545.14,528.12,-290.04,61.49,0,1,1
6.9,203.44,41.12,328.96,22.88,0,0,0
6.68,554.71,181.81,388.97,29.18,1,0,1
5.08,531.05,37.2,265.48,28.78,2,0,1
4.66,449.06,34.65,118.62,21.39,2,0,0
7.34,270.96,32.89,399.36,22.57,0,0,0
7.42,379.94,10.52,362.14,22.61,0,0,0
7.39,270.36,39.29,300.17,26.39,0,0,0
6.8,314.9,1.67,369.82,20.92,0,0,0
4.06,1502.76,760.32,275.27,39.17,0,1,1
4.66,444.49,79.97,203.85,27.2,2,0,0
6.37,462.1,72.01,266.97,24.52,2,0,0
5.79,475.65,40.33,171.25,20.35,2,0,0
6.62,381.45,25.56,339.89,20.06,0,0,0
4.87,465.68,52.87,171.12,25.19,2,0,0
7.28,297.83,24.67,383.24,21.93,0,0,0
7.41,282.86,9.77,329.03,29.58,0,0,0
6.72,795.55,146.58,340.51,29.78,1,0,1
4.98,477.88,65.38,273.88,21.23,2,0,0
9.86,1982.48,910.22,482.17,38.07,0,1,1
7.42,341.23,49.13,352.15,21.37,0,0,0
6.86,324.64,21.31,372.84,29.37,0,0,0
8.2,1998.62,995.95,677.08,69.05,0,1,1
4.24,1346.3,590.96,362.77,40.57,0,1,1
6.54,234.51,12.93,398.37,26.26,0,0,0
7.24,768.13,200.57,340.68,21.12,1,0,1
5.15,509.07,40.2,244.76,26.18,2,0,1
7.03,202.6,20.71,370.98,23.93,0,0,0
7.44,514.68,168.94,288.3,21.78,1,0,1
7.87,748.93,142.31,370.17,22.18,1,0,1
7.21,231.55,43.14,328.48,26.39,0,0,0
7.2,269.12,31.83,300.04,23.2,0,0,0
5.83,545.03,43.16,100.52,29.84,2,0,1
7.34,241.83,38.15,349.39,27.72,0,0,0
7.44,309.73,4.3,312.14,24.02,0,0,0
7.16,202.4,44.25,363.32,27.23,0,0,0
7.53,825.4,134.36,380.84,25.47,1,0,1
7.14,333.3,40.06,361.12,28.4,0,0,0
4.8,475.43,34.34,222.6,21.11,2,0,0
5.82,446.82,32.89,126.31,21.28,2,0,0
5.2,1437.05,418.04,635.0,7.86,0,1,1
7.47,395.2,30.28,322.95,27.36,0,0,0
6.33,535.48,44.46,207.51,27.17,2,0,1
5.52,520.68,68.2,109.08,23.87,2,0,1
6.7,513.34,269.07,318.39,28.57,1,0,1
6.18,407.26,21.56,242.34,22.1,2,0,0
8.01,1912.9,894.04,575.61,73.08,0,1,1
7.25,329.49,12.55,338.58,27.37,0,0,0
7.67,827.17,164.92,315.27,28.12,1,0,1
6.14,855.06,215.42,316.22,23.89,1,0,1
7.21,393.57,37.21,394.94,23.77,0,0,0
11.45,1338.19,792.6,459.15,27.67,0,1,1
6.75,313.01,5.45,318.63,25.91,0,0,0
7.38,346.15,37.46,364.41,28.38,0,0,0
13.1,1867.8,843.7,-348.69,95.0,0,1,1
7.33,303.15,47.29,379.39,29.62,0,0,0
7.48,287.15,22.95,351.61,26.86,0,0,0
4.77,498.17,52.73,185.25,27.79,2,0,0
6.09,743.62,133.78,253.91,27.38,1,0,1
0.72,1177.78,875.07,-236.12,91.31,0,1,1
5.13,527.93,61.89,160.48,27.38,2,0,1
6.2,761.95,220.83,278.58,26.39,1,0,1
6.74,307.45,5.61,343.51,20.05,0,0,0
6.11,547.54,220.11,328.52,27.68,1,0,1
7.29,226.69,44.44,362.5,25.47,0,0,0
7.8,803.83,238.61,350.77,24.9,1,0,1
6.25,443.49,70.48,236.86,25.54,2,0,0
6.91,325.45,13.12,320.6,28.72,0,0,0
5.98,425.79,31.31,293.1,24.82,2,0,0
7.72,829.26,111.12,297.57,25.28,1,0,1
1.1,1300.04,780.13,815.14,83.51,0,1,1
7.27,771.19,118.05,331.41,24.93,1,0,1
6.81,506.96,156.86,315.61,21.52,1,0,1
7.19,530.07,217.18,292.26,29.95,1,0,1
7.14,768.29,211.74,394.35,26.62,1,0,1
7.14,214.16,39.17,339.33,28.16,0,0,0
7.39,613.49,250.44,271.51,21.39,1,0,1
7.25,665.04,246.9,353.78,22.75,1,0,1
5.92,469.56,21.98,230.29,27.35,2,0,0
7.65,546.69,235.64,272.31,26.88,1,0,1
4.97,400.29,28.32,138.08,23.18,2,0,0
6.81,304.43,37.71,390.48,22.41,0,0,0
7.28,844.07,162.27,387.72,21.94,1,0,1
5.05,529.79,50.74,269.71,20.63,2,0,1
6.83,685.44,149.33,331.76,29.64,1,0,1
7.46,352.43,40.21,333.26,25.95,0,0,0
4.59,492.04,54.21,107.76,21.25,2,0,0
6.36,538.0,157.67,263.14,25.74,1,0,1
4.24,527.83,57.02,158.05,21.22,2,0,1
7.55,672.29,269.45,315.85,28.03,1,0,1
6.05,650.53,273.57,354.34,27.71,1,0,1
6.08,883.34,212.42,343.13,24.21,1,0,1
5.37,518.79,45.1,152.7,23.42,2,0,1
6.9,246.33,13.34,312.8,24.31,0,0,0
7.18,533.69,284.23,369.16,27.49,1,0,1
6.83,839.5,154.53,275.81,28.52,1,0,1
7.04,274.71,15.41,367.56,28.77,0,0,0
6.43,597.81,160.91,362.52,20.21,1,0,1
6.73,375.62,1.71,356.65,25.67,0,0,0
7.01,242.5,32.22,306.61,27.98,0,0,0
6.71,757.43,139.88,254.35,22.95,1,0,1
6.73,217.52,6.29,397.28,28.53,0,0,0
6.03,447.25,64.43,143.5,29.33,2,0,0
6.31,661.91,216.04,310.41,21.18,1,0,1
7.82,614.43,271.22,313.94,28.04,1,0,1
6.64,387.41,35.2,357.93,26.32,0,0,0
7.35,243.24,25.84,386.03,26.36,0,0,0
7.18,274.02,3.73,360.06,27.96,0,0,0
2.44,1658.0,597.87,-49.97,26.28,0,1,1
7.29,357.0,49.75,370.51,27.78,0,0,0
6.05,781.35,256.76,339.9,25.14,1,0,1
7.39,303.25,40.21,336.91,29.5,0,0,0
6.68,285.92,25.82,314.53,29.15,0,0,0
4.02,420.58,65.55,100.66,25.44,2,0,0
6.52,217.77,12.04,393.46,22.43,0,0,0
7.21,707.93,225.15,370.75,27.2,1,0,1
5.12,566.17,32.93,199.21,25.88,2,0,1
5.42,431.4,59.82,201.43,22.33,2,0,0
6.9,376.07,19.6,358.55,29.49,0,0,0
6.5,252.11,18.16,347.59,22.59,0,0,0
7.45,816.53,115.04,282.87,23.52,1,0,1
7.28,259.58,27.3,364.7,21.03,0,0,0
7.82,625.56,137.49,338.93,24.6,1,0,1
7.05,724.56,141.49,287.87,21.62,1,0,1
7.19,701.67,104.97,341.33,21.68,1,0,1
7.57,808.26,189.55,262.9,27.58,1,0,1
7.05,876.54,195.06,318.36,23.07,1,0,1
5.08,478.02,54.25,153.02,27.74,2,0,0
13.38,1571.37,631.41,621.68,37.33,0,1,1
7.49,801.15,120.23,359.84,26.53,1,0,1
4.34,415.58,53.03,169.06,24.17,2,0,0
7.96,623.21,142.48,279.32,20.73,1,0,1
7.37,874.34,220.43,318.73,26.92,1,0,1
9.52,1154.49,666.38,-47.09,99.42,0,1,1
6.7,227.61,26.25,393.17,26.48,0,0,0
6.87,378.18,37.81,379.62,23.58,0,0,0
6.55,257.81,36.78,360.67,22.32,0,0,0
5.61,465.89,31.91,144.05,21.78,2,0,0
4.49,521.44,45.25,108.17,29.89,2,0,1
7.33,231.05,19.2,354.2,26.19,0,0,0
7.05,213.67,32.86,319.65,25.01,0,0,0
6.64,577.88,237.52,293.59,20.98,1,0,1
6.84,325.94,26.5,351.75,25.16,0,0,0
7.28,736.1,175.15,318.77,24.49,1,0,1
4.55,557.95,28.3,101.54,28.61,2,0,1
4.05,421.0,40.5,238.97,27.98,2,0,0
7.24,343.08,45.3,379.68,29.85,0,0,0
4.01,579.82,63.18,233.6,29.7,2,0,1
5.61,555.55,70.35,150.31,23.92,2,0,1
7.73,717.98,226.32,300.62,24.8,1,0,1
6.01,425.27,41.1,146.73,29.12,2,0,0
7.12,243.88,43.79,396.88,24.53,0,0,0
6.65,656.4,222.17,318.64,29.63,1,0,1
7.28,395.51,28.85,329.69,29.08,0,0,0
5.52,581.4,79.88,248.5,24.06,2,0,1
4.98,560.5,61.68,237.61,29.99,2,0,1
7.08,862.75,187.05,388.63,24.43,1,0,1
6.85,353.52,30.55,392.86,24.59,0,0,0
7.11,1208.54,884.94,-412.13,57.51,0,1,1
6.78,276.92,39.85,385.28,24.19,0,0,0
6.81,872.27,252.12,260.59,25.78,1,0,1
5.99,593.61,78.86,272.07,25.68,2,0,1
7.27,384.24,41.38,312.09,28.02,0,0,0
4.65,512.79,34.47,285.01,25.18,2,0,1
5.94,425.8,72.49,197.95,28.26,2,0,0
5.64,581.05,22.93,115.92,27.95,2,0,1
4.14,453.81,41.51,164.13,22.49,2,0,0
5.6,522.83,59.01,208.6,28.69,2,0,1
5.34,477.2,68.37,298.87,28.81,2,0,0
4.32,475.35,74.82,234.66,27.12,2,0,0
6.05,443.63,33.06,202.27,22.84,2,0,0
6.04,502.77,244.49,296.58,24.59,1,0,1
6.69,511.44,270.04,347.31,27.39,1,0,1
6.56,290.84,19.03,340.96,25.05,0,0,0
7.78,733.26,183.58,345.17,26.84,1,0,1
6.51,347.34,47.92,305.49,29.77,0,0,0
4.81,424.78,39.09,227.22,27.89,2,0,0
6.6,528.52,143.29,266.22,25.31,1,0,1
7.8,512.02,188.23,360.63,26.63,1,0,1
5.53,527.8,68.19,234.52,20.16,2,0,1
5.76,512.38,31.7,117.82,26.62,2,0,1
5.47,475.75,33.47,265.15,27.53,2,0,0
7.31,1846.75,608.67,298.92,13.36,0,1,1
6.56,502.32,106.03,386.8,27.75,1,0,1
4.33,589.83,31.57,225.77,24.31,2,0,1
7.23,564.13,149.6,354.65,28.41,1,0,1
7.66,855.16,190.7,393.8,23.34,1,0,1
6.97,215.39,2.52,368.32,24.82,0,0,0
4.6,551.55,25.88,261.34,21.31,2,0,1
6.96,347.84,35.53,327.4,28.13,0,0,0
6.9,314.99,11.79,303.65,28.14,0,0,0
7.43,258.6,48.54,331.34,29.17,0,0,0
6.58,385.97,42.23,311.07,22.81,0,0,0
5.88,528.67,63.14,252.54,21.39,2,0,1
7.01,263.65,43.99,390.97,27.67,0,0,0
6.01,513.26,52.6,170.43,27.65,2,0,1
6.85,295.74,42.11,306.09,29.96,0,0,0
6.52,347.6,39.35,303.44,24.51,0,0,0
4.36,480.17,42.66,165.13,23.54,2,0,0
7.71,610.66,193.5,327.23,28.57,1,0,1
4.97,1132.4,711.45,733.12,82.55,0,1,1
6.12,894.12,229.95,388.37,26.75,1,0,1
6.21,520.38,279.5,352.49,28.05,1,0,1
6.6,230.84,41.27,393.14,21.3,0,0,0
7.34,772.65,117.4,300.63,29.26,1,0,1
7.11,877.04,180.78,293.91,27.17,1,0,1
7.73,751.42,147.02,310.29,27.72,1,0,1
5.3,597.75,25.1,156.47,29.67,2,0,1
6.11,696.62,276.79,274.6,28.26,1,0,1
6.58,201.31,49.71,376.27,22.98,0,0,0
7.68,688.3,154.72,346.47,24.91,1,0,1
6.54,899.72,217.91,290.32,25.98,1,0,1
6.66,375.32,23.12,349.73,27.11,0,0,0
7.46,822.8,121.66,348.44,24.52,1,0,1
6.31,581.88,103.33,273.53,25.51,1,0,1
4.17,465.16,76.15,293.29,24.72,2,0,0
6.1,529.6,253.28,268.76,24.42,1,0,1
6.74,258.49,35.99,345.97,24.23,0,0,0
7.38,287.8,31.02,323.72,28.08,0,0,0
6.24,646.23,182.43,360.31,24.65,1,0,1
12.62,1217.6,543.11,-465.11,79.65,0,1,1
6.58,235.53,1.05,377.04,22.53,0,0,0
7.13,217.41,38.51,390.6,28.23,0,0,0
7.65,536.96,225.54,269.46,23.94,1,0,1
10.36,1378.02,842.31,252.13,30.67,0,1,1
7.05,341.35,16.3,316.51,27.87,0,0,0
2.61,1860.09,478.38,363.52,14.65,0,1,1
7.46,301.56,42.37,360.4,26.45,0,0,0
7.1,371.95,21.59,334.45,21.29,0,0,0
5.55,410.62,22.14,205.9,26.39,2,0,0
6.72,347.56,2.26,334.89,28.78,0,0,0
7.18,854.98,292.87,361.19,25.85,1,0,1
6.98,288.87,46.35,359.99,20.01,0,0,0
4.92,462.39,30.79,164.98,27.01,2,0,0
7.59,693.8,223.04,307.8,24.54,1,0,1
5.86,1347.99,815.24,165.66,65.24,0,1,1
4.16,469.2,79.48,251.51,22.88,2,0,0
6.98,242.95,35.49,372.18,23.96,0,0,0
5.53,460.11,30.41,227.85,27.63,2,0,0
6.78,569.7,231.83,265.42,22.32,1,0,1
7.12,246.44,31.53,360.74,26.65,0,0,0
7.11,373.78,47.37,399.33,23.28,0,0,0
5.19,470.59,77.93,194.6,28.76,2,0,0
5.26,594.74,69.07,246.38,24.19,2,0,1
6.87,345.16,38.47,390.44,21.82,0,0,0
6.88,244.96,33.11,336.22,22.56,0,0,0
5.47,474.79,66.93,148.13,22.62,2,0,0
5.47,484.15,26.26,286.28,22.27,2,0,0
11.91,1412.74,621.3,-146.02,6.69,0,1,1
6.49,608.77,162.13,277.53,20.58,1,0,1
7.16,360.35,5.18,338.24,28.98,0,0,0
0.1,1253.11,634.66,52.79,85.28,0,1,1
6.42,641.26,154.33,389.49,26.56,1,0,1
6.66,353.19,49.84,341.66,20.76,0,0,0
7.55,502.36,297.1,373.45,26.43,1,0,1
4.07,541.54,69.64,270.79,28.91,2,0,1
6.51,347.33,5.57,321.58,24.69,0,0,0
6.6,649.98,142.36,360.26,20.32,1,0,1
5.05,425.04,43.6,234.7,27.03,2,0,0
6.86,222.32,26.51,392.43,26.46,0,0,0
6.95,230.38,41.61,311.32,28.39,0,0,0
7.14,364.79,26.41,383.69,23.31,0,0,0
4.14,423.17,51.16,237.27,22.66,2,0,0
6.84,231.93,16.54,371.31,20.14,0,0,0
7.2,1678.9,584.88,729.32,21.09,0,1,1
7.5,283.43,6.97,322.33,21.73,0,0,0
6.27,562.97,44.17,198.4,24.11,2,0,1
7.63,615.22,172.82,270.35,21.44,1,0,1
6.97,243.07,27.27,368.32,27.63,0,0,0
6.16,864.11,174.31,271.64,22.09,1,0,1
12.96,1789.92,706.3,-498.04,70.1,0,1,1
6.95,866.57,280.31,284.6,21.51,1,0,1
6.84,296.57,4.14,378.5,24.91,0,0,0
7.32,376.79,44.86,350.1,27.53,0,0,0
4.55,510.09,54.07,245.95,21.9,2,0,1
6.87,879.4,259.36,282.91,22.37,1,0,1
7.18,397.44,12.4,350.33,22.23,0,0,0
7.22,688.44,106.59,309.7,21.48,1,0,1
2.47,1919.25,665.49,-417.23,28.36,0,1,1
4.49,575.93,32.88,152.98,24.88,2,0,1
5.61,568.56,70.16,114.11,29.6,2,0,1
6.48,888.75,225.64,332.67,28.24,1,0,1
6.73,214.82,6.55,392.79,20.44,0,0,0
7.1,208.29,18.76,353.14,23.62,0,0,0
11.81,1944.87,621.51,460.06,20.39,0,1,1
5.95,521.98,45.71,147.2,22.76,2,0,1
5.11,495.1,70.01,238.64,25.06,2,0,0
12.21,1620.6,819.19,389.49,94.98,0,1,1
5.39,442.4,31.72,291.12,26.71,2,0,0
7.47,269.49,27.07,321.49,21.17,0,0,0
5.51,587.84,58.02,245.56,29.54,2,0,1
6.52,234.92,24.33,306.62,28.69,0,0,0
7.25,621.78,107.09,348.25,27.94,1,0,1
3.64,1256.71,673.58,-163.68,82.43,0,1,1
7.28,229.18,30.55,329.13,28.62,0,0,0
7.11,359.15,43.74,371.17,25.2,0,0,0
6.89,234.97,15.27,345.38,29.29,0,0,0
4.03,434.26,21.02,171.16,28.57,2,0,0
6.96,740.83,162.7,339.99,22.8,1,0,1
7.93,857.03,238.96,275.25,21.95,1,0,1
